Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Taco Size,Taco Type,Toppings Count,Distance (km),Price ($),Tip ($),Weekend Order,Order Date,Order Hour,Weekday,Weekend,Speed Category,Tip %
161733,Taco Haven,Los Angeles,2024-01-25 09:34:00,2024-01-25 10:26:00,52,Regular,Pork Taco,1,7.32,4.25,1.46,False,2024-01-25,9,Thursday,False,Slow,34.35294117647059
665427,Spicy Taco House,San Antonio,2025-03-23 13:21:00,2025-03-23 14:31:00,70,Regular,Fish Taco,3,5.17,6.75,0.48,True,2025-03-23,13,Sunday,True,Slow,7.111111111111111
551989,Casa del Taco,Dallas,2024-11-15 07:30:00,2024-11-15 08:39:00,69,Regular,Beef Taco,0,10.36,3.0,1.02,False,2024-11-15,7,Friday,False,Slow,34.0
214576,Taco Haven,Houston,2024-05-27 17:45:00,2024-05-27 19:03:00,78,Large,Chicken Taco,3,5.0,8.25,1.39,False,2024-05-27,17,Monday,False,Slow,16.848484848484844
179046,Grande Tacos,Austin,2024-03-17 01:09:00,2024-03-17 01:25:00,16,Regular,Beef Taco,1,4.57,4.25,2.43,True,2024-03-17,1,Sunday,True,Average,57.1764705882353
324130,Taco Time Express,New York,2024-05-07 21:03:00,2024-05-07 22:01:00,58,Regular,Fish Taco,2,23.2,5.5,2.36,False,2024-05-07,21,Tuesday,False,Slow,42.90909090909091
399105,Taco Time Express,Austin,2025-01-13 00:12:00,2025-01-13 00:41:00,29,Regular,Veggie Taco,1,24.23,4.25,1.74,False,2025-01-13,0,Monday,False,Average,40.94117647058824
668532,Taco Fiesta,San Diego,2024-02-14 09:38:00,2024-02-14 09:54:00,16,Large,Pork Taco,4,4.36,9.5,2.88,False,2024-02-14,9,Wednesday,False,Average,30.315789473684205
184002,Spicy Taco House,Los Angeles,2025-04-07 04:15:00,2025-04-07 04:33:00,18,Regular,Fish Taco,0,23.57,3.0,1.71,False,2025-04-07,4,Monday,False,Average,56.99999999999999
707040,La Vida Taco,New York,2025-04-26 02:06:00,2025-04-26 02:26:00,20,Large,Pork Taco,4,13.31,9.5,4.67,True,2025-04-26,2,Saturday,True,Average,49.1578947368421
314181,Casa del Taco,Houston,2024-07-25 07:24:00,2024-07-25 08:24:00,60,Regular,Veggie Taco,3,8.25,6.75,2.26,False,2024-07-25,7,Thursday,False,Slow,33.48148148148148
176066,Taco Fiesta,San Jose,2025-04-27 11:14:00,2025-04-27 12:36:00,82,Regular,Beef Taco,4,5.72,8.0,1.33,True,2025-04-27,11,Sunday,True,Slow,16.625
465962,El Taco Loco,Houston,2024-10-14 00:29:00,2024-10-14 01:15:00,46,Regular,Fish Taco,4,17.74,8.0,1.84,False,2024-10-14,0,Monday,False,Slow,23.0
946305,The Taco Stand,New York,2025-03-06 18:32:00,2025-03-06 19:20:00,48,Regular,Chicken Taco,2,3.33,5.5,0.32,False,2025-03-06,18,Thursday,False,Slow,5.818181818181818
680097,Spicy Taco House,Phoenix,2024-08-06 20:19:00,2024-08-06 21:46:00,87,Regular,Veggie Taco,1,17.34,4.25,2.56,False,2024-08-06,20,Tuesday,False,Slow,60.235294117647065
629959,Grande Tacos,Phoenix,2024-02-09 10:57:00,2024-02-09 11:18:00,21,Large,Veggie Taco,0,0.59,4.5,2.31,False,2024-02-09,10,Friday,False,Average,51.33333333333333
768061,Urban Tacos,Chicago,2024-12-09 04:24:00,2024-12-09 05:44:00,80,Large,Pork Taco,0,3.24,4.5,2.84,False,2024-12-09,4,Monday,False,Slow,63.11111111111111
824586,Spicy Taco House,Austin,2024-01-28 23:36:00,2024-01-29 00:33:00,57,Regular,Fish Taco,1,1.52,4.25,1.82,True,2024-01-28,23,Sunday,True,Slow,42.8235294117647
934794,Taco Fiesta,San Diego,2024-06-12 04:06:00,2024-06-12 04:47:00,41,Regular,Veggie Taco,4,22.16,8.0,1.22,False,2024-06-12,4,Wednesday,False,Slow,15.25
750810,Spicy Taco House,Houston,2024-05-06 05:15:00,2024-05-06 05:47:00,32,Large,Beef Taco,1,18.55,5.75,1.0,False,2024-05-06,5,Monday,False,Slow,17.391304347826086
531712,Taco Haven,Phoenix,2024-05-03 15:39:00,2024-05-03 16:02:00,23,Large,Beef Taco,3,5.95,8.25,2.45,False,2024-05-03,15,Friday,False,Average,29.6969696969697
582662,Casa del Taco,Phoenix,2024-06-25 18:41:00,2024-06-25 19:19:00,38,Regular,Chicken Taco,3,8.54,6.75,2.59,False,2024-06-25,18,Tuesday,False,Slow,38.37037037037037
910891,Urban Tacos,San Diego,2025-05-13 06:05:00,2025-05-13 07:20:00,75,Large,Pork Taco,2,23.51,7.0,0.35,False,2025-05-13,6,Tuesday,False,Slow,5.0
373903,Spicy Taco House,San Antonio,2024-07-25 04:39:00,2024-07-25 04:53:00,14,Regular,Pork Taco,3,8.97,6.75,2.36,False,2024-07-25,4,Thursday,False,Fast,34.96296296296296
557592,La Vida Taco,Austin,2024-03-30 19:47:00,2024-03-30 20:46:00,59,Regular,Veggie Taco,0,17.87,3.0,0.01,True,2024-03-30,19,Saturday,True,Slow,0.33333333333333337
945687,The Taco Stand,Houston,2024-10-09 21:34:00,2024-10-09 22:39:00,65,Regular,Veggie Taco,4,8.19,8.0,2.54,False,2024-10-09,21,Wednesday,False,Slow,31.75
854717,Urban Tacos,Austin,2024-08-28 05:29:00,2024-08-28 06:31:00,62,Large,Fish Taco,5,7.74,10.75,0.38,False,2024-08-28,5,Wednesday,False,Slow,3.5348837209302326
540869,Taco Time Express,Chicago,2025-04-23 02:01:00,2025-04-23 03:23:00,82,Large,Fish Taco,4,20.93,9.5,0.91,False,2025-04-23,2,Wednesday,False,Slow,9.578947368421053
320392,Taco Time Express,San Antonio,2025-04-16 04:59:00,2025-04-16 05:50:00,51,Large,Fish Taco,3,17.05,8.25,1.53,False,2025-04-16,4,Wednesday,False,Slow,18.545454545454547
932291,Spicy Taco House,Los Angeles,2024-08-08 10:09:00,2024-08-08 11:24:00,75,Large,Beef Taco,1,16.98,5.75,0.67,False,2024-08-08,10,Thursday,False,Slow,11.652173913043478
308802,Spicy Taco House,New York,2024-02-05 21:29:00,2024-02-05 22:10:00,41,Large,Pork Taco,0,11.66,4.5,2.66,False,2024-02-05,21,Monday,False,Slow,59.111111111111114
703634,Taco Haven,Dallas,2025-01-18 23:51:00,2025-01-19 00:52:00,61,Regular,Chicken Taco,5,17.35,9.25,4.46,True,2025-01-18,23,Saturday,True,Slow,48.21621621621622
907451,El Taco Loco,Dallas,2024-06-18 23:29:00,2024-06-19 00:01:00,32,Large,Beef Taco,4,6.61,9.5,2.55,False,2024-06-18,23,Tuesday,False,Slow,26.842105263157894
578634,Spicy Taco House,San Jose,2025-02-16 13:00:00,2025-02-16 14:21:00,81,Large,Fish Taco,4,20.47,9.5,4.46,True,2025-02-16,13,Sunday,True,Slow,46.94736842105263
547470,The Taco Stand,San Jose,2024-05-03 14:55:00,2024-05-03 16:05:00,70,Large,Veggie Taco,1,21.08,5.75,0.83,False,2024-05-03,14,Friday,False,Slow,14.43478260869565
915451,The Taco Stand,San Jose,2025-05-01 19:26:00,2025-05-01 20:06:00,40,Large,Fish Taco,0,17.98,4.5,0.7,False,2025-05-01,19,Thursday,False,Slow,15.555555555555555
452161,Casa del Taco,Austin,2024-03-03 14:04:00,2024-03-03 14:31:00,27,Regular,Chicken Taco,3,17.5,6.75,3.53,True,2024-03-03,14,Sunday,True,Average,52.2962962962963
167348,Taco Time Express,Dallas,2024-09-14 00:04:00,2024-09-14 01:23:00,79,Large,Fish Taco,0,5.57,4.5,2.1,True,2024-09-14,0,Saturday,True,Slow,46.666666666666664
907189,La Vida Taco,New York,2025-03-23 03:38:00,2025-03-23 04:36:00,58,Large,Beef Taco,2,7.82,7.0,1.95,True,2025-03-23,3,Sunday,True,Slow,27.857142857142858
976325,Taco Time Express,Austin,2025-02-28 04:38:00,2025-02-28 06:05:00,87,Regular,Fish Taco,1,7.19,4.25,1.46,False,2025-02-28,4,Friday,False,Slow,34.35294117647059
507746,Casa del Taco,Dallas,2024-05-08 04:39:00,2024-05-08 05:48:00,69,Regular,Pork Taco,4,1.16,8.0,1.18,False,2024-05-08,4,Wednesday,False,Slow,14.75
691807,Taco Fiesta,Los Angeles,2025-05-14 05:43:00,2025-05-14 06:47:00,64,Regular,Fish Taco,1,1.73,4.25,1.14,False,2025-05-14,5,Wednesday,False,Slow,26.823529411764703
321941,Grande Tacos,San Diego,2024-09-19 03:27:00,2024-09-19 04:25:00,58,Large,Fish Taco,2,20.96,7.0,1.41,False,2024-09-19,3,Thursday,False,Slow,20.142857142857142
885408,The Taco Stand,New York,2024-09-28 19:44:00,2024-09-28 20:22:00,38,Regular,Beef Taco,0,23.77,3.0,1.0,True,2024-09-28,19,Saturday,True,Slow,33.33333333333333
121369,La Vida Taco,Chicago,2024-07-04 06:48:00,2024-07-04 07:14:00,26,Large,Beef Taco,4,23.72,9.5,1.4,False,2024-07-04,6,Thursday,False,Average,14.736842105263156
368690,Casa del Taco,Chicago,2025-04-15 14:39:00,2025-04-15 16:06:00,87,Regular,Chicken Taco,2,3.15,5.5,0.08,False,2025-04-15,14,Tuesday,False,Slow,1.4545454545454546
427110,La Vida Taco,Dallas,2024-11-04 02:10:00,2024-11-04 02:45:00,35,Regular,Pork Taco,5,20.85,9.25,0.73,False,2024-11-04,2,Monday,False,Slow,7.891891891891892
831059,Urban Tacos,San Antonio,2024-04-04 00:37:00,2024-04-04 01:59:00,82,Regular,Veggie Taco,4,11.0,8.0,1.11,False,2024-04-04,0,Thursday,False,Slow,13.875000000000002
630538,Casa del Taco,New York,2024-11-22 06:27:00,2024-11-22 07:39:00,72,Regular,Fish Taco,2,16.07,5.5,2.49,False,2024-11-22,6,Friday,False,Slow,45.27272727272727
841666,Spicy Taco House,Dallas,2024-05-16 19:25:00,2024-05-16 20:41:00,76,Large,Pork Taco,4,19.48,9.5,1.39,False,2024-05-16,19,Thursday,False,Slow,14.631578947368421
965845,La Vida Taco,Phoenix,2024-09-07 08:11:00,2024-09-07 08:52:00,41,Regular,Veggie Taco,3,6.47,6.75,2.32,True,2024-09-07,8,Saturday,True,Slow,34.37037037037037
739979,Taco Time Express,San Diego,2024-01-23 07:00:00,2024-01-23 08:13:00,73,Large,Chicken Taco,3,5.7,8.25,2.39,False,2024-01-23,7,Tuesday,False,Slow,28.969696969696972
456871,Urban Tacos,San Antonio,2024-08-02 14:01:00,2024-08-02 15:22:00,81,Regular,Pork Taco,1,2.6,4.25,2.16,False,2024-08-02,14,Friday,False,Slow,50.82352941176471
612311,The Taco Stand,Houston,2025-01-04 19:01:00,2025-01-04 20:13:00,72,Large,Beef Taco,0,7.71,4.5,2.02,True,2025-01-04,19,Saturday,True,Slow,44.888888888888886
355123,Urban Tacos,San Antonio,2024-10-13 15:02:00,2024-10-13 16:12:00,70,Large,Fish Taco,5,13.98,10.75,1.76,True,2024-10-13,15,Sunday,True,Slow,16.372093023255815
575786,Urban Tacos,Phoenix,2024-07-14 06:30:00,2024-07-14 07:09:00,39,Regular,Chicken Taco,2,3.43,5.5,2.68,True,2024-07-14,6,Sunday,True,Slow,48.727272727272734
899213,Spicy Taco House,Houston,2024-06-17 01:42:00,2024-06-17 02:53:00,71,Large,Pork Taco,4,15.12,9.5,2.94,False,2024-06-17,1,Monday,False,Slow,30.94736842105263
973074,Taco Haven,Phoenix,2024-06-25 16:35:00,2024-06-25 17:31:00,56,Regular,Veggie Taco,0,17.85,3.0,0.38,False,2024-06-25,16,Tuesday,False,Slow,12.666666666666668
147726,Taco Fiesta,Austin,2024-08-14 21:49:00,2024-08-14 22:15:00,26,Large,Beef Taco,0,14.56,4.5,1.41,False,2024-08-14,21,Wednesday,False,Average,31.33333333333333
561865,Casa del Taco,Chicago,2024-02-09 21:43:00,2024-02-09 22:25:00,42,Large,Beef Taco,0,10.32,4.5,0.22,False,2024-02-09,21,Friday,False,Slow,4.888888888888889
760021,Taco Fiesta,Chicago,2024-04-25 21:14:00,2024-04-25 22:36:00,82,Large,Beef Taco,1,3.4,5.75,2.29,False,2024-04-25,21,Thursday,False,Slow,39.82608695652174
735770,La Vida Taco,San Antonio,2024-06-24 07:06:00,2024-06-24 08:22:00,76,Large,Fish Taco,3,7.79,8.25,1.77,False,2024-06-24,7,Monday,False,Slow,21.454545454545453
549660,Urban Tacos,San Antonio,2025-04-27 08:47:00,2025-04-27 09:04:00,17,Regular,Chicken Taco,5,5.67,9.25,3.3,True,2025-04-27,8,Sunday,True,Average,35.67567567567567
264686,Taco Haven,Chicago,2025-03-04 17:52:00,2025-03-04 18:11:00,19,Regular,Beef Taco,3,11.54,6.75,1.78,False,2025-03-04,17,Tuesday,False,Average,26.37037037037037
405407,Taco Fiesta,Houston,2024-08-11 18:39:00,2024-08-11 19:25:00,46,Large,Beef Taco,5,6.22,10.75,1.32,True,2024-08-11,18,Sunday,True,Slow,12.279069767441861
929683,La Vida Taco,Houston,2024-11-26 05:09:00,2024-11-26 05:33:00,24,Regular,Chicken Taco,2,20.75,5.5,0.21,False,2024-11-26,5,Tuesday,False,Average,3.818181818181818
273982,Urban Tacos,San Antonio,2025-03-18 02:47:00,2025-03-18 03:33:00,46,Large,Beef Taco,3,17.37,8.25,2.1,False,2025-03-18,2,Tuesday,False,Slow,25.454545454545457
385470,The Taco Stand,Austin,2025-01-18 13:00:00,2025-01-18 14:06:00,66,Regular,Pork Taco,0,22.29,3.0,3.67,True,2025-01-18,13,Saturday,True,Slow,122.33333333333334
733039,Urban Tacos,New York,2024-03-11 22:27:00,2024-03-11 23:06:00,39,Regular,Veggie Taco,4,1.49,8.0,2.27,False,2024-03-11,22,Monday,False,Slow,28.375
593355,The Taco Stand,San Jose,2024-08-04 01:12:00,2024-08-04 01:45:00,33,Large,Fish Taco,0,12.02,4.5,2.04,True,2024-08-04,1,Sunday,True,Slow,45.333333333333336
436653,El Taco Loco,Chicago,2024-09-13 03:59:00,2024-09-13 05:01:00,62,Large,Veggie Taco,5,23.66,10.75,2.44,False,2024-09-13,3,Friday,False,Slow,22.697674418604652
676818,Taco Fiesta,San Jose,2024-03-09 09:33:00,2024-03-09 10:23:00,50,Large,Veggie Taco,0,24.27,4.5,2.02,True,2024-03-09,9,Saturday,True,Slow,44.888888888888886
639593,Taco Fiesta,Austin,2024-12-24 19:51:00,2024-12-24 20:53:00,62,Regular,Chicken Taco,4,9.36,8.0,2.27,False,2024-12-24,19,Tuesday,False,Slow,28.375
755788,Grande Tacos,New York,2024-06-07 02:36:00,2024-06-07 03:20:00,44,Regular,Veggie Taco,3,22.08,6.75,1.45,False,2024-06-07,2,Friday,False,Slow,21.48148148148148
130271,La Vida Taco,Houston,2024-05-03 00:22:00,2024-05-03 01:11:00,49,Regular,Pork Taco,3,2.78,6.75,2.98,False,2024-05-03,0,Friday,False,Slow,44.148148148148145
218972,Grande Tacos,Los Angeles,2025-05-18 02:11:00,2025-05-18 02:40:00,29,Large,Veggie Taco,4,17.78,9.5,2.08,True,2025-05-18,2,Sunday,True,Average,21.894736842105264
605937,Grande Tacos,Houston,2024-12-20 19:07:00,2024-12-20 20:27:00,80,Regular,Fish Taco,1,23.09,4.25,1.52,False,2024-12-20,19,Friday,False,Slow,35.76470588235294
243139,El Taco Loco,Phoenix,2024-11-18 07:05:00,2024-11-18 07:58:00,53,Large,Beef Taco,2,18.29,7.0,2.51,False,2024-11-18,7,Monday,False,Slow,35.857142857142854
708093,Grande Tacos,Chicago,2024-12-12 20:14:00,2024-12-12 21:32:00,78,Large,Veggie Taco,2,14.02,7.0,1.63,False,2024-12-12,20,Thursday,False,Slow,23.285714285714285
577463,Casa del Taco,Houston,2024-07-04 11:39:00,2024-07-04 13:02:00,83,Large,Chicken Taco,3,1.57,8.25,2.23,False,2024-07-04,11,Thursday,False,Slow,27.03030303030303
839485,Taco Time Express,Dallas,2025-05-21 10:30:00,2025-05-21 10:59:00,29,Large,Beef Taco,1,12.81,5.75,1.77,False,2025-05-21,10,Wednesday,False,Average,30.782608695652176
205239,Grande Tacos,Los Angeles,2025-02-12 12:26:00,2025-02-12 13:34:00,68,Regular,Chicken Taco,3,21.84,6.75,2.91,False,2025-02-12,12,Wednesday,False,Slow,43.111111111111114
178463,Grande Tacos,Phoenix,2024-09-19 23:14:00,2024-09-20 00:43:00,89,Large,Beef Taco,2,21.38,7.0,2.58,False,2024-09-19,23,Thursday,False,Slow,36.85714285714286
498468,Casa del Taco,San Jose,2025-02-24 05:16:00,2025-02-24 05:30:00,14,Regular,Chicken Taco,5,17.27,9.25,0.86,False,2025-02-24,5,Monday,False,Fast,9.297297297297296
338536,El Taco Loco,Dallas,2024-03-17 11:06:00,2024-03-17 11:28:00,22,Large,Chicken Taco,5,7.84,10.75,0.14,True,2024-03-17,11,Sunday,True,Average,1.302325581395349
440131,Taco Fiesta,Phoenix,2024-10-05 10:14:00,2024-10-05 11:11:00,57,Large,Chicken Taco,1,13.51,5.75,2.83,True,2024-10-05,10,Saturday,True,Slow,49.21739130434783
931016,Spicy Taco House,Chicago,2024-05-15 23:31:00,2024-05-15 23:51:00,20,Large,Pork Taco,5,6.4,10.75,2.74,False,2024-05-15,23,Wednesday,False,Average,25.48837209302326
250069,Taco Haven,San Jose,2025-05-10 11:24:00,2025-05-10 12:06:00,42,Large,Veggie Taco,5,0.73,10.75,4.02,True,2025-05-10,11,Saturday,True,Slow,37.3953488372093
401603,The Taco Stand,Chicago,2024-02-27 08:53:00,2024-02-27 09:59:00,66,Large,Pork Taco,2,16.15,7.0,1.27,False,2024-02-27,8,Tuesday,False,Slow,18.142857142857142
362246,Grande Tacos,Phoenix,2024-06-03 17:40:00,2024-06-03 18:39:00,59,Large,Beef Taco,1,9.84,5.75,1.08,False,2024-06-03,17,Monday,False,Slow,18.782608695652176
410244,Urban Tacos,New York,2024-11-03 10:21:00,2024-11-03 11:06:00,45,Regular,Pork Taco,5,19.57,9.25,4.87,True,2024-11-03,10,Sunday,True,Slow,52.64864864864865
735863,Grande Tacos,Phoenix,2024-06-27 17:43:00,2024-06-27 19:10:00,87,Large,Chicken Taco,5,5.16,10.75,0.75,False,2024-06-27,17,Thursday,False,Slow,6.976744186046512
892280,Spicy Taco House,Los Angeles,2025-05-02 08:40:00,2025-05-02 08:55:00,15,Large,Fish Taco,0,14.7,4.5,2.2,False,2025-05-02,8,Friday,False,Fast,48.88888888888889
194511,Urban Tacos,San Diego,2024-11-18 17:32:00,2024-11-18 18:04:00,32,Regular,Chicken Taco,4,21.97,8.0,1.1,False,2024-11-18,17,Monday,False,Slow,13.750000000000002
626169,Urban Tacos,Chicago,2024-07-18 14:16:00,2024-07-18 15:27:00,71,Large,Veggie Taco,0,11.97,4.5,0.23,False,2024-07-18,14,Thursday,False,Slow,5.111111111111112
890785,Taco Haven,Dallas,2025-03-08 21:03:00,2025-03-08 21:59:00,56,Regular,Fish Taco,0,6.98,3.0,0.62,True,2025-03-08,21,Saturday,True,Slow,20.666666666666668
486490,Urban Tacos,San Antonio,2024-10-22 22:49:00,2024-10-22 23:46:00,57,Regular,Chicken Taco,3,1.11,6.75,2.65,False,2024-10-22,22,Tuesday,False,Slow,39.25925925925926
688678,Casa del Taco,San Antonio,2024-06-20 22:35:00,2024-06-20 22:53:00,18,Large,Veggie Taco,5,10.5,10.75,0.42,False,2024-06-20,22,Thursday,False,Average,3.9069767441860463
139019,Urban Tacos,San Jose,2024-03-31 04:38:00,2024-03-31 05:00:00,22,Regular,Pork Taco,1,10.02,4.25,1.86,True,2024-03-31,4,Sunday,True,Average,43.76470588235294
879238,The Taco Stand,Dallas,2025-04-01 04:49:00,2025-04-01 05:18:00,29,Large,Beef Taco,3,15.58,8.25,2.82,False,2025-04-01,4,Tuesday,False,Average,34.18181818181818
393328,Taco Fiesta,San Diego,2024-06-17 18:12:00,2024-06-17 19:18:00,66,Large,Chicken Taco,2,2.93,7.0,2.06,False,2024-06-17,18,Monday,False,Slow,29.42857142857143
670913,Casa del Taco,New York,2024-11-05 05:51:00,2024-11-05 06:36:00,45,Regular,Beef Taco,3,2.75,6.75,0.64,False,2024-11-05,5,Tuesday,False,Slow,9.481481481481481
770556,La Vida Taco,New York,2024-02-09 06:51:00,2024-02-09 07:43:00,52,Regular,Chicken Taco,4,5.53,8.0,2.49,False,2024-02-09,6,Friday,False,Slow,31.125000000000004
681128,Taco Haven,San Antonio,2024-06-16 17:37:00,2024-06-16 18:16:00,39,Large,Chicken Taco,4,0.57,9.5,4.29,True,2024-06-16,17,Sunday,True,Slow,45.15789473684211
251716,Spicy Taco House,Austin,2024-07-13 16:31:00,2024-07-13 17:03:00,32,Regular,Beef Taco,1,0.86,4.25,3.95,True,2024-07-13,16,Saturday,True,Slow,92.94117647058823
349489,La Vida Taco,San Diego,2024-01-13 06:10:00,2024-01-13 06:42:00,32,Large,Beef Taco,1,18.67,5.75,2.63,True,2024-01-13,6,Saturday,True,Slow,45.7391304347826
881886,El Taco Loco,San Jose,2024-12-14 04:27:00,2024-12-14 05:23:00,56,Regular,Fish Taco,4,5.93,8.0,3.08,True,2024-12-14,4,Saturday,True,Slow,38.5
862569,The Taco Stand,Phoenix,2024-12-21 18:31:00,2024-12-21 18:44:00,13,Regular,Fish Taco,3,10.94,6.75,0.54,True,2024-12-21,18,Saturday,True,Fast,8.0
847006,Grande Tacos,Los Angeles,2024-03-03 18:02:00,2024-03-03 18:53:00,51,Regular,Beef Taco,1,7.24,4.25,3.17,True,2024-03-03,18,Sunday,True,Slow,74.58823529411764
674993,Casa del Taco,Dallas,2025-04-09 00:11:00,2025-04-09 01:28:00,77,Large,Fish Taco,4,15.33,9.5,0.3,False,2025-04-09,0,Wednesday,False,Slow,3.1578947368421053
835869,El Taco Loco,Austin,2024-06-16 00:19:00,2024-06-16 01:24:00,65,Large,Chicken Taco,3,8.8,8.25,2.27,True,2024-06-16,0,Sunday,True,Slow,27.515151515151516
536196,El Taco Loco,San Diego,2024-11-27 11:27:00,2024-11-27 12:17:00,50,Large,Veggie Taco,1,17.33,5.75,1.42,False,2024-11-27,11,Wednesday,False,Slow,24.695652173913043
195656,El Taco Loco,Los Angeles,2024-12-01 10:45:00,2024-12-01 11:07:00,22,Large,Chicken Taco,4,1.97,9.5,4.78,True,2024-12-01,10,Sunday,True,Average,50.31578947368421
688967,Casa del Taco,Los Angeles,2024-11-15 02:01:00,2024-11-15 02:56:00,55,Large,Beef Taco,2,15.21,7.0,1.05,False,2024-11-15,2,Friday,False,Slow,15.0
705991,The Taco Stand,Houston,2024-04-30 04:22:00,2024-04-30 05:33:00,71,Regular,Beef Taco,2,21.21,5.5,1.1,False,2024-04-30,4,Tuesday,False,Slow,20.0
899649,Urban Tacos,San Antonio,2024-06-24 15:54:00,2024-06-24 16:58:00,64,Regular,Pork Taco,5,20.82,9.25,0.8,False,2024-06-24,15,Monday,False,Slow,8.64864864864865
289179,Urban Tacos,Phoenix,2024-09-20 22:47:00,2024-09-20 23:41:00,54,Regular,Chicken Taco,1,14.37,4.25,1.2,False,2024-09-20,22,Friday,False,Slow,28.235294117647058
248766,Taco Fiesta,Los Angeles,2025-02-16 00:54:00,2025-02-16 01:31:00,37,Large,Fish Taco,3,8.85,8.25,1.85,True,2025-02-16,0,Sunday,True,Slow,22.424242424242426
856648,Casa del Taco,San Antonio,2025-04-08 02:25:00,2025-04-08 02:45:00,20,Regular,Chicken Taco,1,18.98,4.25,0.15,False,2025-04-08,2,Tuesday,False,Average,3.5294117647058822
